instance_id,source,n_failures,repetition_ratio,consecutive_dupe_rate,dominance,handoff_rate,error_density,verify_density,code_density,length_cv,growth_ratio,has_termination,n_agents,n_steps,Fail to detect ambiguities/contradictions,Proceed with incorrect assumptions,Fail to elicit clarification,Tendency to overachieve,Underperform by waiting on instructions,Withholding relevant information,Derailing from task objectives,Waiting on agents to discover known insights for increased confidence,Redundant conversation turns for iterative tasks rather than batching,Unaware of stopping conditions,Difficulty in agreeing with agents,No attempt to verify outcome,Evaluator agent fails to be critical,Poor adherence to specified constraints,Misalignment between internal thoughts and response message,Claiming that a task is done while it is not true.,Ignoring good suggestions from other agent,Discontinued reasoning,Trajectory restart,Step repetition,Invented content,Blurring roles
70d75156-c32c-5068-b64d-bd587fa0a4a5,AG2,4,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.500000,1.003400,0.341530,0.000000,2.000000,6.000000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7a11cca5-aa2e-5f44-8ff9-35f3bbd0946e,AG2,2,0.000000,0.000000,0.500000,1.000000,0.000000,0.500000,2.000000,0.971224,0.032378,0.000000,2.000000,4.000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81dedb5e-c591-5b17-afc4-f242a2751574,AG2,2,0.000000,0.000000,0.500000,1.000000,0.000000,0.500000,2.000000,0.797556,0.165112,0.000000,2.000000,4.000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
879c8582-0405-55b7-bdaa-94202ce844ac,AG2,2,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.166667,1.267115,0.160455,0.000000,2.000000,6.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
882b00dd-ba1e-553d-b3c7-2760e2ff169c,AG2,1,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.000000,1.066339,0.214697,0.000000,2.000000,6.000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ebbc1ed-c0c2-522e-8949-60cb5dd24938,AG2,4,0.000000,0.000000,0.500000,1.000000,0.250000,0.250000,2.125000,0.962471,0.405886,0.000000,2.000000,8.000000,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
957ccc1d-ac66-5a10-9755-aa2a1044d4ab,AG2,2,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.000000,1.338446,0.197595,0.000000,2.000000,6.000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98b26f55-b534-5950-b25f-a0f2e57fd8be,AG2,0,0.125000,0.000000,0.500000,1.000000,0.000000,0.250000,1.250000,0.881444,0.964373,0.000000,2.000000,8.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a49f0912-ada2-5052-91f9-94f615ec9597,AG2,0,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.166667,1.024474,0.263900,0.000000,2.000000,6.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a536a498-8195-51c7-8f84-9fd235b62490,AG2,2,0.000000,0.000000,0.500000,1.000000,0.250000,0.500000,3.000000,0.745546,0.167050,1.000000,2.000000,4.000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a5714da3-9107-5a28-a6df-bb97dcf4e29a,AG2,1,0.000000,0.000000,0.500000,1.000000,0.000000,0.500000,1.500000,1.119268,0.036961,0.000000,2.000000,4.000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ac636464-515f-5ffc-b284-a9f738e74a2c,AG2,0,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.166667,1.050685,0.359311,0.000000,2.000000,6.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb32247c-aef8-5366-8d9c-1ac7e032b48f,AG2,0,0.000000,0.000000,0.500000,1.000000,0.000000,0.500000,2.000000,0.641004,0.304458,0.000000,2.000000,4.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6f0169a-6b0f-5a3f-a3bb-a9435480d9a7,AG2,0,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.333333,1.121433,0.251429,0.000000,2.000000,6.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8a83329-9e1c-5201-a22a-f831bc45e949,AG2,2,0.000000,0.000000,0.500000,1.000000,0.000000,0.500000,2.250000,0.979617,0.040365,0.000000,2.000000,4.000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cd2629df-fb3c-5937-96ad-40aa20d8f149,AG2,3,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,3.000000,1.095789,0.476860,0.000000,2.000000,6.000000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d442f2ae-2e65-5547-82c5-4a325f8d8710,AG2,2,0.000000,0.000000,0.500000,1.000000,0.000000,0.333333,1.833333,1.222159,0.268047,0.000000,2.000000,6.000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d8c37fac-fcc1-5fdd-9dc4-4daf33a02f73,AG2,0,0.000000,0.000000,0.500000,1.000000,0.000000,0.500000,1.750000,0.882420,0.079545,0.000000,2.000000,4.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astropy__astropy-12907,HyperAgent,3,0.744297,0.006197,1.000000,0.000000,0.007322,0.045339,0.214587,1.636479,0.941341,0.000000,1.000000,3551.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
astropy__astropy-14365,HyperAgent,6,0.783389,0.017372,1.000000,0.000000,0.019554,0.033697,0.221073,3.099705,1.000087,0.000000,1.000000,10535.000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
astropy__astropy-6938,HyperAgent,2,0.757471,0.007282,1.000000,0.000000,0.009962,0.128736,0.194636,3.147945,1.009676,0.000000,1.000000,2610.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
astropy__astropy-7746,HyperAgent,4,0.915859,0.036756,1.000000,0.000000,0.025242,0.060044,0.289159,1.438497,0.998412,0.000000,1.000000,53244.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
django__django-10924,HyperAgent,1,0.701627,0.023551,1.000000,0.000000,0.001808,0.005425,0.179024,1.314671,0.915206,0.000000,1.000000,553.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
django__django-11179,HyperAgent,2,0.716814,0.000886,1.000000,0.000000,0.009735,0.141593,0.223894,1.589297,0.816576,0.000000,1.000000,1130.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
django__django-11742,HyperAgent,1,0.575718,0.001307,1.000000,0.000000,0.007833,0.105744,0.355091,1.492095,1.022707,0.000000,1.000000,766.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
matplotlib__matplotlib-18869,HyperAgent,1,0.626079,0.003839,1.000000,0.000000,0.002876,0.030681,0.342282,1.541252,1.012598,0.000000,1.000000,1043.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
matplotlib__matplotlib-23299,HyperAgent,5,0.891200,0.004820,1.000000,0.000000,0.008390,0.018476,0.219564,1.596623,0.896528,0.000000,1.000000,11204.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
matplotlib__matplotlib-23563,HyperAgent,5,0.881723,0.009238,1.000000,0.000000,0.029440,0.027281,0.221445,1.540365,1.174170,0.000000,1.000000,11583.000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
matplotlib__matplotlib-24265,HyperAgent,0,0.662791,0.009709,1.000000,0.000000,0.000000,0.017442,0.220930,1.647732,0.891896,0.000000,1.000000,516.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib__matplotlib-24334,HyperAgent,4,0.773762,0.001486,1.000000,0.000000,0.010891,0.074010,0.157426,1.439535,0.914349,0.000000,1.000000,4040.000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matplotlib__matplotlib-25433,HyperAgent,3,0.582003,0.001453,1.000000,0.000000,0.000000,0.040639,0.262700,1.636744,0.777934,0.000000,1.000000,689.000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mwaskom__seaborn-2848,HyperAgent,6,0.722689,0.001739,1.000000,0.000000,0.019704,0.042596,0.251811,1.515388,1.010474,0.000000,1.000000,3451.000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
mwaskom__seaborn-3407,HyperAgent,1,0.592710,0.002379,1.000000,0.000000,0.011886,0.024564,0.198098,1.565210,0.804486,0.000000,1.000000,1262.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pallets__flask-4992,HyperAgent,2,0.756250,0.000000,1.000000,0.000000,0.004861,0.029861,0.285417,1.573366,0.796063,0.000000,1.000000,1440.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pallets__flask-5063,HyperAgent,3,0.732583,0.000000,1.000000,0.000000,0.006431,0.021436,0.403537,1.393133,0.885406,0.000000,1.000000,1866.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
psf__requests-1963,HyperAgent,1,0.453024,0.000000,1.000000,0.000000,0.001287,0.042471,0.144144,1.475309,0.993310,0.000000,1.000000,777.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
psf__requests-2317,HyperAgent,1,0.562617,0.003745,1.000000,0.000000,0.009346,0.067290,0.265421,1.713458,0.935619,0.000000,1.000000,535.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pydata__xarray-4493,HyperAgent,1,0.651974,0.000919,1.000000,0.000000,0.005510,0.036731,0.189164,1.581184,0.727046,0.000000,1.000000,1089.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pylint-dev__pylint-6506,HyperAgent,1,0.467692,0.006173,1.000000,0.000000,0.193846,0.030769,0.215385,1.501593,0.998586,0.000000,1.000000,325.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pytest-dev__pytest-7168,HyperAgent,0,0.534177,0.007614,1.000000,0.000000,0.202532,0.139241,0.265823,1.507001,0.759936,0.000000,1.000000,395.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-learn__scikit-learn-10508,HyperAgent,0,0.634253,0.002907,1.000000,0.000000,0.008708,0.104499,0.297533,1.669263,0.955341,0.000000,1.000000,689.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-learn__scikit-learn-13439,HyperAgent,1,0.610895,0.002597,1.000000,0.000000,0.003891,0.216602,0.237354,1.265972,1.088703,0.000000,1.000000,771.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-learn__scikit-learn-15535,HyperAgent,1,0.728755,0.000000,1.000000,0.000000,0.012446,0.027468,0.138627,1.300390,0.829304,0.000000,1.000000,2330.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-learn__scikit-learn-25570,HyperAgent,1,0.468858,0.000000,1.000000,0.000000,0.005190,0.031142,0.240484,1.397291,1.139508,0.000000,1.000000,578.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sphinx-doc__sphinx-11445,HyperAgent,1,0.681245,0.005892,1.000000,0.000000,0.005887,0.064760,0.186712,1.511117,0.812050,0.000000,1.000000,1189.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sphinx-doc__sphinx-8435,HyperAgent,2,0.747216,0.002701,1.000000,0.000000,0.013162,0.021600,0.225785,1.440313,0.795063,0.000000,1.000000,2963.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
sympy__sympy-11400,HyperAgent,2,0.502674,0.001071,1.000000,0.000000,0.016043,0.018182,0.359358,1.611006,0.906307,0.000000,1.000000,935.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
sympy__sympy-12481,HyperAgent,1,0.711230,0.013080,1.000000,0.000000,0.000594,0.024955,0.262626,1.566905,1.184013,0.000000,1.000000,1683.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
